id,age,sex,story_id,test_type,story,decision,mist,sit,Factors
85,21,Férfi,17,baq,Néha valamit meg kell tanulnom.,0,3,1,PlanningError
85,21,Férfi,18,baq,Néha ruhát vásárolok.,NA,NA,0,Dropped
85,21,Férfi,19,baq,Néha vitatkozom emberekkel.,1,1,1,Dropped
85,21,Férfi,20,baq,Néha találkozom új emberekkel.,1,1,1,Dropped
85,21,Férfi,21,baq,Néha fontos megjelennem valahol.,1,2,1,Dropped
85,21,Férfi,22,baq,Néha főzök vagy sütök valamit.,NA,NA,0,Dropped
85,21,Férfi,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,3,1,Dropped
85,21,Férfi,24,baq,Néha jelentkezési lapot kell beadnom.,0,1,1,Dropped
85,21,Férfi,25,baq,Néha tömegközlekedéssel utazom.,0,2,1,Inattention
85,21,Férfi,26,baq,Néha figyelni kell pénzköltéseimre.,1,3,1,Dropped
85,21,Férfi,27,baq,Néha fontos információkat kell átadni másoknak.,0,2,1,Inattention
85,21,Férfi,28,baq,"Néha fontos, hogy pontosan számoljak ki valamit.",1,3,1,Dropped
86,19.333333333333332,Nő,1,baq,Néha reggel időre kell beérnem.,1,2,1,PlanningError
86,19.333333333333332,Nő,2,baq,Néha pénzügyeket intézek.,2,2,1,Inattention
86,19.333333333333332,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,2,2,1,PlanningError
86,19.333333333333332,Nő,4,baq,Néha hivatalos ügyet intézek.,1,1,1,Inattention
86,19.333333333333332,Nő,5,baq,Néha sétálok.,1,1,1,Inattention
86,19.333333333333332,Nő,6,baq,Néha értéktárgyak vannak nálam.,0,2,1,Dropped
86,19.333333333333332,Nő,7,baq,Néha vezetek.,1,1,1,Dropped
86,19.333333333333332,Nő,8,baq,Néha időre oda kell érnem valahova.,2,4,1,Dropped
86,19.333333333333332,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,0,2,1,Dropped
86,19.333333333333332,Nő,10,baq,Néha sok feladatom van.,2,4,1,PlanningError
86,19.333333333333332,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,1,3,1,Dropped
86,19.333333333333332,Nő,12,baq,Néha kulcsot kell magammal vinnem.,0,2,1,Dropped
86,19.333333333333332,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,2,2,1,Dropped
86,19.333333333333332,Nő,14,baq,Néha magammal kell vinnem a bérletem.,0,2,1,Dropped
86,19.333333333333332,Nő,15,baq,Általában időre kell befizetnem számlákat.,1,1,1,Dropped
86,19.333333333333332,Nő,16,baq,Néha időre kell odaérnem valahova.,2,4,1,Dropped
86,19.333333333333332,Nő,17,baq,Néha valamit meg kell tanulnom.,2,2,1,PlanningError
86,19.333333333333332,Nő,18,baq,Néha ruhát vásárolok.,1,1,1,Dropped
86,19.333333333333332,Nő,19,baq,Néha vitatkozom emberekkel.,1,1,1,Dropped
86,19.333333333333332,Nő,20,baq,Néha találkozom új emberekkel.,1,1,1,Dropped
86,19.333333333333332,Nő,21,baq,Néha fontos megjelennem valahol.,1,2,1,Dropped
86,19.333333333333332,Nő,22,baq,Néha főzök vagy sütök valamit.,0,2,1,Dropped
86,19.333333333333332,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,0,2,1,Dropped
86,19.333333333333332,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,0,2,1,Dropped
86,19.333333333333332,Nő,25,baq,Néha tömegközlekedéssel utazom.,2,3,1,Inattention
86,19.333333333333332,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,1,Dropped
86,19.333333333333332,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,1,1,1,Inattention
86,19.333333333333332,Nő,28,baq,"Néha fontos, hogy pontosan számoljak ki valamit.",2,3,1,Dropped
87,21,Nő,1,baq,Néha reggel időre kell beérnem.,1,4,1,PlanningError
87,21,Nő,2,baq,Néha pénzügyeket intézek.,1,1,1,Inattention
87,21,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,0,2,1,PlanningError
87,21,Nő,4,baq,Néha hivatalos ügyet intézek.,0,2,1,Inattention
87,21,Nő,5,baq,Néha sétálok.,0,2,1,Inattention
87,21,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,1,1,Dropped
87,21,Nő,7,baq,Néha vezetek.,1,1,1,Dropped
87,21,Nő,8,baq,Néha időre oda kell érnem valahova.,0,2,1,Dropped
87,21,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,0,1,1,Dropped
87,21,Nő,10,baq,Néha sok feladatom van.,1,4,1,PlanningError
87,21,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,0,2,1,Dropped
87,21,Nő,12,baq,Néha kulcsot kell magammal vinnem.,0,2,1,Dropped
87,21,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,NA,NA,0,Dropped
87,21,Nő,14,baq,Néha magammal kell vinnem a bérletem.,0,2,1,Dropped
87,21,Nő,15,baq,Általában időre kell befizetnem számlákat.,NA,NA,0,Dropped
87,21,Nő,16,baq,Néha időre kell odaérnem valahova.,0,2,1,Dropped
87,21,Nő,17,baq,Néha valamit meg kell tanulnom.,1,2,1,PlanningError
87,21,Nő,18,baq,Néha ruhát vásárolok.,0,2,1,Dropped
87,21,Nő,19,baq,Néha vitatkozom emberekkel.,1,1,1,Dropped
87,21,Nő,20,baq,Néha találkozom új emberekkel.,0,1,1,Dropped
87,21,Nő,21,baq,Néha fontos megjelennem valahol.,1,1,1,Dropped
87,21,Nő,22,baq,Néha főzök vagy sütök valamit.,0,2,1,Dropped
87,21,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,0,1,1,Dropped
87,21,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,0,1,1,Dropped
87,21,Nő,25,baq,Néha tömegközlekedéssel utazom.,0,3,1,Inattention
87,21,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,1,Dropped
87,21,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,NA,NA,0,Inattention
87,21,Nő,28,baq,"Néha fontos, hogy pontosan számoljak ki valamit.",0,3,1,Dropped
88,20,Nő,1,baq,Néha reggel időre kell beérnem.,2,1,1,PlanningError
88,20,Nő,2,baq,Néha pénzügyeket intézek.,NA,NA,0,Inattention
88,20,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,0,1,1,PlanningError
88,20,Nő,4,baq,Néha hivatalos ügyet intézek.,1,1,1,Inattention
88,20,Nő,5,baq,Néha sétálok.,0,1,1,Inattention
88,20,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,1,1,Dropped
88,20,Nő,7,baq,Néha vezetek.,1,1,1,Dropped
88,20,Nő,8,baq,Néha időre oda kell érnem valahova.,1,1,1,Dropped
88,20,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,0,1,1,Dropped
88,20,Nő,10,baq,Néha sok feladatom van.,1,3,1,PlanningError
88,20,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,1,3,1,Dropped
88,20,Nő,12,baq,Néha kulcsot kell magammal vinnem.,0,2,1,Dropped
88,20,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,2,2,1,Dropped
88,20,Nő,14,baq,Néha magammal kell vinnem a bérletem.,0,2,1,Dropped
88,20,Nő,15,baq,Általában időre kell befizetnem számlákat.,2,1,1,Dropped
88,20,Nő,16,baq,Néha időre kell odaérnem valahova.,2,2,1,Dropped
88,20,Nő,17,baq,Néha valamit meg kell tanulnom.,1,2,1,PlanningError
88,20,Nő,18,baq,Néha ruhát vásárolok.,2,1,1,Dropped
88,20,Nő,19,baq,Néha vitatkozom emberekkel.,1,2,1,Dropped
88,20,Nő,20,baq,Néha találkozom új emberekkel.,1,1,1,Dropped
88,20,Nő,21,baq,Néha fontos megjelennem valahol.,2,1,1,Dropped
88,20,Nő,22,baq,Néha főzök vagy sütök valamit.,0,1,1,Dropped
88,20,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,2,1,Dropped
88,20,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,0,1,1,Dropped
88,20,Nő,25,baq,Néha tömegközlekedéssel utazom.,0,1,1,Inattention
88,20,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,1,Dropped
88,20,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,0,2,1,Inattention
88,20,Nő,28,baq,"Néha fontos, hogy pontosan számoljak ki valamit.",2,1,1,Dropped
89,19,Férfi,1,baq,Néha reggel időre kell beérnem.,1,2,1,PlanningError
89,19,Férfi,2,baq,Néha pénzügyeket intézek.,0,3,1,Inattention
89,19,Férfi,3,baq,Néha határidőre kell valamit elkészítenem.,1,3,1,PlanningError
89,19,Férfi,4,baq,Néha hivatalos ügyet intézek.,0,1,1,Inattention
89,19,Férfi,5,baq,Néha sétálok.,0,1,1,Inattention
89,19,Férfi,6,baq,Néha értéktárgyak vannak nálam.,0,4,1,Dropped
89,19,Férfi,7,baq,Néha vezetek.,NA,NA,0,Dropped
89,19,Férfi,8,baq,Néha időre oda kell érnem valahova.,0,1,1,Dropped
89,19,Férfi,9,baq,Néha napközben értéktárgyak vannak nálam.,0,2,1,Dropped
89,19,Férfi,10,baq,Néha sok feladatom van.,1,4,1,PlanningError
89,19,Férfi,11,baq,Néha előre kell terveznem a kiadásaimmal.,1,4,1,Dropped
89,19,Férfi,12,baq,Néha kulcsot kell magammal vinnem.,0,1,1,Dropped
89,19,Férfi,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,2,1,Dropped
89,19,Férfi,14,baq,Néha magammal kell vinnem a bérletem.,0,1,1,Dropped
89,19,Férfi,15,baq,Általában időre kell befizetnem számlákat.,1,1,1,Dropped
89,19,Férfi,16,baq,Néha időre kell odaérnem valahova.,0,1,1,Dropped
89,19,Férfi,17,baq,Néha valamit meg kell tanulnom.,1,4,1,PlanningError
89,19,Férfi,18,baq,Néha ruhát vásárolok.,0,1,1,Dropped
89,19,Férfi,19,baq,Néha vitatkozom emberekkel.,0,1,1,Dropped
89,19,Férfi,20,baq,Néha találkozom új emberekkel.,1,2,1,Dropped
89,19,Férfi,21,baq,Néha fontos megjelennem valahol.,1,2,1,Dropped
89,19,Férfi,22,baq,Néha főzök vagy sütök valamit.,1,1,1,Dropped
89,19,Férfi,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,1,1,Dropped
89,19,Férfi,24,baq,Néha jelentkezési lapot kell beadnom.,0,1,1,Dropped
89,19,Férfi,25,baq,Néha tömegközlekedéssel utazom.,1,1,1,Inattention
89,19,Férfi,26,baq,Néha figyelni kell pénzköltéseimre.,1,3,1,Dropped
89,19,Férfi,27,baq,Néha fontos információkat kell átadni másoknak.,0,1,1,Inattention
89,19,Férfi,28,baq,"Néha fontos, hogy pontosan számoljak ki valamit.",1,1,1,Dropped
90,20,Nő,1,baq,Néha reggel időre kell beérnem.,2,5,1,PlanningError
90,20,Nő,2,baq,Néha pénzügyeket intézek.,0,2,1,Inattention
90,20,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,0,4,1,PlanningError
90,20,Nő,4,baq,Néha hivatalos ügyet intézek.,0,2,1,Inattention
90,20,Nő,5,baq,Néha sétálok.,1,2,1,Inattention
90,20,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,2,1,Dropped
90,20,Nő,7,baq,Néha vezetek.,1,1,1,Dropped
90,20,Nő,8,baq,Néha időre oda kell érnem valahova.,0,1,1,Dropped
90,20,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,0,1,1,Dropped
90,20,Nő,10,baq,Néha sok feladatom van.,0,4,1,PlanningError
90,20,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,0,2,1,Dropped
90,20,Nő,12,baq,Néha kulcsot kell magammal vinnem.,0,2,1,Dropped
90,20,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,2,1,Dropped
90,20,Nő,14,baq,Néha magammal kell vinnem a bérletem.,0,2,1,Dropped
90,20,Nő,15,baq,Általában időre kell befizetnem számlákat.,0,2,1,Dropped
90,20,Nő,16,baq,Néha időre kell odaérnem valahova.,0,3,1,Dropped
90,20,Nő,17,baq,Néha valamit meg kell tanulnom.,1,2,1,PlanningError
90,20,Nő,18,baq,Néha ruhát vásárolok.,1,1,1,Dropped
90,20,Nő,19,baq,Néha vitatkozom emberekkel.,1,4,1,Dropped
90,20,Nő,20,baq,Néha találkozom új emberekkel.,0,1,1,Dropped
90,20,Nő,21,baq,Néha fontos megjelennem valahol.,1,4,1,Dropped
90,20,Nő,22,baq,Néha főzök vagy sütök valamit.,0,1,1,Dropped
90,20,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,2,1,Dropped
90,20,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,0,1,1,Dropped
90,20,Nő,25,baq,Néha tömegközlekedéssel utazom.,1,3,1,Inattention
90,20,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,0,4,1,Dropped
90,20,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,0,2,1,Inattention
90,20,Nő,28,baq,"Néha fontos, hogy pontosan számoljak ki valamit.",0,3,1,Dropped
91,21,Nő,1,baq,Néha reggel időre kell beérnem.,1,3,1,PlanningError
91,21,Nő,2,baq,Néha pénzügyeket intézek.,0,2,1,Inattention
91,21,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,0,2,1,PlanningError
91,21,Nő,4,baq,Néha hivatalos ügyet intézek.,1,1,1,Inattention
91,21,Nő,5,baq,Néha sétálok.,1,3,1,Inattention
91,21,Nő,6,baq,Néha értéktárgyak vannak nálam.,0,1,1,Dropped
91,21,Nő,7,baq,Néha vezetek.,NA,NA,0,Dropped
91,21,Nő,8,baq,Néha időre oda kell érnem valahova.,0,1,1,Dropped
91,21,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,0,1,1,Dropped
91,21,Nő,10,baq,Néha sok feladatom van.,1,4,1,PlanningError
91,21,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,1,4,1,Dropped
91,21,Nő,12,baq,Néha kulcsot kell magammal vinnem.,0,1,1,Dropped
91,21,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,2,1,Dropped
91,21,Nő,14,baq,Néha magammal kell vinnem a bérletem.,0,1,1,Dropped
91,21,Nő,15,baq,Általában időre kell befizetnem számlákat.,1,4,1,Dropped
91,21,Nő,16,baq,Néha időre kell odaérnem valahova.,0,2,1,Dropped
91,21,Nő,17,baq,Néha valamit meg kell tanulnom.,1,3,1,PlanningError
91,21,Nő,18,baq,Néha ruhát vásárolok.,0,1,1,Dropped
91,21,Nő,19,baq,Néha vitatkozom emberekkel.,1,2,1,Dropped
91,21,Nő,20,baq,Néha találkozom új emberekkel.,0,1,1,Dropped
91,21,Nő,21,baq,Néha fontos megjelennem valahol.,1,2,1,Dropped
91,21,Nő,22,baq,Néha főzök vagy sütök valamit.,0,1,1,Dropped
91,21,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,2,1,Dropped
91,21,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,0,1,1,Dropped
91,21,Nő,25,baq,Néha tömegközlekedéssel utazom.,0,1,1,Inattention
91,21,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,0,1,1,Dropped
91,21,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,1,2,1,Inattention
91,21,Nő,28,baq,"Néha fontos, hogy pontosan számoljak ki valamit.",0,2,1,Dropped
92,24,Férfi,1,baq,Néha reggel időre kell beérnem.,0,2,1,PlanningError
92,24,Férfi,2,baq,Néha pénzügyeket intézek.,0,3,1,Inattention
92,24,Férfi,3,baq,Néha határidőre kell valamit elkészítenem.,1,1,1,PlanningError
92,24,Férfi,4,baq,Néha hivatalos ügyet intézek.,1,3,1,Inattention
92,24,Férfi,5,baq,Néha sétálok.,0,2,1,Inattention
92,24,Férfi,6,baq,Néha értéktárgyak vannak nálam.,1,2,1,Dropped
92,24,Férfi,7,baq,Néha vezetek.,1,1,1,Dropped
92,24,Férfi,8,baq,Néha időre oda kell érnem valahova.,0,1,1,Dropped
92,24,Férfi,9,baq,Néha napközben értéktárgyak vannak nálam.,0,2,1,Dropped
92,24,Férfi,10,baq,Néha sok feladatom van.,1,4,1,PlanningError
92,24,Férfi,11,baq,Néha előre kell terveznem a kiadásaimmal.,1,4,1,Dropped
92,24,Férfi,12,baq,Néha kulcsot kell magammal vinnem.,1,1,1,Dropped
92,24,Férfi,13,baq,Néha egy fontos találkozóra kell odaérnem.,0,2,1,Dropped
92,24,Férfi,14,baq,Néha magammal kell vinnem a bérletem.,1,1,1,Dropped
92,24,Férfi,15,baq,Általában időre kell befizetnem számlákat.,1,1,1,Dropped
92,24,Férfi,16,baq,Néha időre kell odaérnem valahova.,0,2,1,Dropped
92,24,Férfi,17,baq,Néha valamit meg kell tanulnom.,1,1,1,PlanningError
92,24,Férfi,18,baq,Néha ruhát vásárolok.,1,2,1,Dropped
92,24,Férfi,19,baq,Néha vitatkozom emberekkel.,1,1,1,Dropped
92,24,Férfi,20,baq,Néha találkozom új emberekkel.,1,1,1,Dropped
92,24,Férfi,21,baq,Néha fontos megjelennem valahol.,1,1,1,Dropped
92,24,Férfi,22,baq,Néha főzök vagy sütök valamit.,0,2,1,Dropped
92,24,Férfi,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,2,1,Dropped
92,24,Férfi,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,1,Dropped
92,24,Férfi,25,baq,Néha tömegközlekedéssel utazom.,0,2,1,Inattention
92,24,Férfi,26,baq,Néha figyelni kell pénzköltéseimre.,1,2,1,Dropped
92,24,Férfi,27,baq,Néha fontos információkat kell átadni másoknak.,0,3,1,Inattention
92,24,Férfi,28,baq,"Néha fontos, hogy pontosan számoljak ki valamit.",0,3,1,Dropped
93,21,Nő,1,baq,Néha reggel időre kell beérnem.,0,3,1,PlanningError
93,21,Nő,2,baq,Néha pénzügyeket intézek.,NA,NA,0,Inattention
93,21,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,0,2,1,PlanningError
93,21,Nő,4,baq,Néha hivatalos ügyet intézek.,0,3,1,Inattention
93,21,Nő,5,baq,Néha sétálok.,2,4,1,Inattention
93,21,Nő,6,baq,Néha értéktárgyak vannak nálam.,NA,NA,0,Dropped
93,21,Nő,7,baq,Néha vezetek.,NA,NA,0,Dropped
93,21,Nő,8,baq,Néha időre oda kell érnem valahova.,1,1,1,Dropped
93,21,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,NA,NA,0,Dropped
93,21,Nő,10,baq,Néha sok feladatom van.,0,4,1,PlanningError
93,21,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,1,2,1,Dropped
93,21,Nő,12,baq,Néha kulcsot kell magammal vinnem.,0,2,1,Dropped
93,21,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,2,3,1,Dropped
93,21,Nő,14,baq,Néha magammal kell vinnem a bérletem.,0,2,1,Dropped
93,21,Nő,15,baq,Általában időre kell befizetnem számlákat.,1,1,1,Dropped
93,21,Nő,16,baq,Néha időre kell odaérnem valahova.,1,1,1,Dropped
93,21,Nő,17,baq,Néha valamit meg kell tanulnom.,0,3,1,PlanningError
93,21,Nő,18,baq,Néha ruhát vásárolok.,0,3,1,Dropped
93,21,Nő,19,baq,Néha vitatkozom emberekkel.,1,1,1,Dropped
93,21,Nő,20,baq,Néha találkozom új emberekkel.,1,1,1,Dropped
93,21,Nő,21,baq,Néha fontos megjelennem valahol.,1,1,1,Dropped
93,21,Nő,22,baq,Néha főzök vagy sütök valamit.,1,1,1,Dropped
93,21,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,1,1,Dropped
93,21,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,1,Dropped
93,21,Nő,25,baq,Néha tömegközlekedéssel utazom.,0,4,1,Inattention
93,21,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,1,2,1,Dropped
93,21,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,0,4,1,Inattention
93,21,Nő,28,baq,"Néha fontos, hogy pontosan számoljak ki valamit.",0,2,1,Dropped
94,18,Férfi,1,baq,Néha reggel időre kell beérnem.,0,3,1,PlanningError
94,18,Férfi,2,baq,Néha pénzügyeket intézek.,1,3,1,Inattention
94,18,Férfi,3,baq,Néha határidőre kell valamit elkészítenem.,1,3,1,PlanningError
94,18,Férfi,4,baq,Néha hivatalos ügyet intézek.,1,2,1,Inattention
94,18,Férfi,5,baq,Néha sétálok.,1,1,1,Inattention
94,18,Férfi,6,baq,Néha értéktárgyak vannak nálam.,1,1,1,Dropped
94,18,Férfi,7,baq,Néha vezetek.,NA,NA,0,Dropped
94,18,Férfi,8,baq,Néha időre oda kell érnem valahova.,NA,NA,0,Dropped
94,18,Férfi,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,1,Dropped
94,18,Férfi,10,baq,Néha sok feladatom van.,1,4,1,PlanningError
94,18,Férfi,11,baq,Néha előre kell terveznem a kiadásaimmal.,1,3,1,Dropped
94,18,Férfi,12,baq,Néha kulcsot kell magammal vinnem.,0,2,1,Dropped
94,18,Férfi,13,baq,Néha egy fontos találkozóra kell odaérnem.,NA,NA,0,Dropped
94,18,Férfi,14,baq,Néha magammal kell vinnem a bérletem.,2,2,1,Dropped
94,18,Férfi,15,baq,Általában időre kell befizetnem számlákat.,1,1,1,Dropped
94,18,Férfi,16,baq,Néha időre kell odaérnem valahova.,0,1,1,Dropped
94,18,Férfi,17,baq,Néha valamit meg kell tanulnom.,1,2,1,PlanningError
94,18,Férfi,18,baq,Néha ruhát vásárolok.,1,2,1,Dropped
94,18,Férfi,19,baq,Néha vitatkozom emberekkel.,1,2,1,Dropped
94,18,Férfi,20,baq,Néha találkozom új emberekkel.,1,4,1,Dropped
94,18,Férfi,21,baq,Néha fontos megjelennem valahol.,1,1,1,Dropped
94,18,Férfi,22,baq,Néha főzök vagy sütök valamit.,1,1,1,Dropped
94,18,Férfi,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,NA,NA,0,Dropped
94,18,Férfi,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,1,Dropped
94,18,Férfi,25,baq,Néha tömegközlekedéssel utazom.,1,1,1,Inattention
94,18,Férfi,26,baq,Néha figyelni kell pénzköltéseimre.,0,2,1,Dropped
94,18,Férfi,27,baq,Néha fontos információkat kell átadni másoknak.,NA,NA,0,Inattention
94,18,Férfi,28,baq,"Néha fontos, hogy pontosan számoljak ki valamit.",0,4,1,Dropped
95,21,Nő,1,baq,Néha reggel időre kell beérnem.,1,3,1,PlanningError
95,21,Nő,2,baq,Néha pénzügyeket intézek.,0,1,1,Inattention
95,21,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,0,1,1,PlanningError
95,21,Nő,4,baq,Néha hivatalos ügyet intézek.,0,1,1,Inattention
95,21,Nő,5,baq,Néha sétálok.,0,2,1,Inattention
95,21,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,2,1,Dropped
95,21,Nő,7,baq,Néha vezetek.,NA,NA,0,Dropped
95,21,Nő,8,baq,Néha időre oda kell érnem valahova.,0,3,1,Dropped
95,21,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,0,2,1,Dropped
95,21,Nő,10,baq,Néha sok feladatom van.,0,2,1,PlanningError
95,21,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,1,2,1,Dropped
95,21,Nő,12,baq,Néha kulcsot kell magammal vinnem.,0,3,1,Dropped
95,21,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,0,1,1,Dropped
95,21,Nő,14,baq,Néha magammal kell vinnem a bérletem.,0,1,1,Dropped
95,21,Nő,15,baq,Általában időre kell befizetnem számlákat.,NA,NA,0,Dropped
95,21,Nő,16,baq,Néha időre kell odaérnem valahova.,0,1,1,Dropped
95,21,Nő,17,baq,Néha valamit meg kell tanulnom.,1,2,1,PlanningError
95,21,Nő,18,baq,Néha ruhát vásárolok.,0,2,1,Dropped
95,21,Nő,19,baq,Néha vitatkozom emberekkel.,0,1,1,Dropped
95,21,Nő,20,baq,Néha találkozom új emberekkel.,0,1,1,Dropped
95,21,Nő,21,baq,Néha fontos megjelennem valahol.,1,1,1,Dropped
95,21,Nő,22,baq,Néha főzök vagy sütök valamit.,0,1,1,Dropped
95,21,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,1,1,Dropped
95,21,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,1,2,1,Dropped
95,21,Nő,25,baq,Néha tömegközlekedéssel utazom.,0,3,1,Inattention
95,21,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,1,2,1,Dropped
95,21,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,0,2,1,Inattention
95,21,Nő,28,baq,"Néha fontos, hogy pontosan számoljak ki valamit.",0,3,1,Dropped
96,22,Férfi,1,baq,Néha reggel időre kell beérnem.,0,3,1,PlanningError
96,22,Férfi,2,baq,Néha pénzügyeket intézek.,2,1,1,Inattention
96,22,Férfi,3,baq,Néha határidőre kell valamit elkészítenem.,1,1,1,PlanningError
96,22,Férfi,4,baq,Néha hivatalos ügyet intézek.,0,1,1,Inattention
96,22,Férfi,5,baq,Néha sétálok.,1,3,1,Inattention
96,22,Férfi,6,baq,Néha értéktárgyak vannak nálam.,0,1,1,Dropped
96,22,Férfi,7,baq,Néha vezetek.,0,1,1,Dropped
96,22,Férfi,8,baq,Néha időre oda kell érnem valahova.,2,1,1,Dropped
96,22,Férfi,9,baq,Néha napközben értéktárgyak vannak nálam.,0,1,1,Dropped
96,22,Férfi,10,baq,Néha sok feladatom van.,0,2,1,PlanningError
96,22,Férfi,11,baq,Néha előre kell terveznem a kiadásaimmal.,1,3,1,Dropped
96,22,Férfi,12,baq,Néha kulcsot kell magammal vinnem.,1,1,1,Dropped
96,22,Férfi,13,baq,Néha egy fontos találkozóra kell odaérnem.,0,1,1,Dropped
96,22,Férfi,14,baq,Néha magammal kell vinnem a bérletem.,0,1,1,Dropped
96,22,Férfi,15,baq,Általában időre kell befizetnem számlákat.,0,2,1,Dropped
96,22,Férfi,16,baq,Néha időre kell odaérnem valahova.,0,1,1,Dropped
96,22,Férfi,17,baq,Néha valamit meg kell tanulnom.,1,4,1,PlanningError
96,22,Férfi,18,baq,Néha ruhát vásárolok.,2,1,1,Dropped
96,22,Férfi,19,baq,Néha vitatkozom emberekkel.,0,1,1,Dropped
96,22,Férfi,20,baq,Néha találkozom új emberekkel.,2,1,1,Dropped
96,22,Férfi,21,baq,Néha fontos megjelennem valahol.,2,1,1,Dropped
96,22,Férfi,22,baq,Néha főzök vagy sütök valamit.,0,1,1,Dropped
96,22,Férfi,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,0,1,1,Dropped
96,22,Férfi,24,baq,Néha jelentkezési lapot kell beadnom.,0,1,1,Dropped
96,22,Férfi,25,baq,Néha tömegközlekedéssel utazom.,0,1,1,Inattention
96,22,Férfi,26,baq,Néha figyelni kell pénzköltéseimre.,2,1,1,Dropped
96,22,Férfi,27,baq,Néha fontos információkat kell átadni másoknak.,2,1,1,Inattention
96,22,Férfi,28,baq,"Néha fontos, hogy pontosan számoljak ki valamit.",0,2,1,Dropped
97,24,Nő,1,baq,Néha reggel időre kell beérnem.,0,1,1,PlanningError
97,24,Nő,2,baq,Néha pénzügyeket intézek.,NA,NA,0,Inattention
97,24,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,1,2,1,PlanningError
97,24,Nő,4,baq,Néha hivatalos ügyet intézek.,1,1,1,Inattention
97,24,Nő,5,baq,Néha sétálok.,1,1,1,Inattention
